Project_ID,Project_Type,Team_Size,Project_Budget_USD,Estimated_Timeline_Months,Complexity_Score,Stakeholder_Count,Methodology_Used,Team_Experience_Level,Past_Similar_Projects,External_Dependencies_Count,Change_Request_Frequency,Project_Phase,Requirement_Stability,Team_Turnover_Rate,Vendor_Reliability_Score,Historical_Risk_Incidents,Communication_Frequency,Regulatory_Compliance_Level,Technology_Familiarity,Geographical_Distribution,Stakeholder_Engagement_Level,Schedule_Pressure,Budget_Utilization_Rate,Executive_Sponsorship,Funding_Source,Market_Volatility,Integration_Complexity,Resource_Availability,Priority_Level,Organizational_Change_Frequency,Cross_Functional_Dependencies,Previous_Delivery_Success_Rate,Technical_Debt_Level,Project_Manager_Experience,Org_Process_Maturity,Data_Security_Requirements,Key_Stakeholder_Availability,Tech_Environment_Stability,Contract_Type,Resource_Contention_Level,Industry_Volatility,Client_Experience_Level,Change_Control_Maturity,Risk_Management_Maturity,Team_Colocation,Documentation_Quality,Project_Start_Month,Current_Phase_Duration_Months,Seasonal_Risk_Factor,Risk_Level
PROJ_0066,Marketing,9,574513.65,9,5.18,9,Agile,Mixed,1,2,0.93,Execution,Moderate,0.49,0.64,2,6.63,Low,Expert,1,Excellent,0.31,1.23,Strong,Internal,0.44,7.75,0.67,Critical,0.53,3,0.84,0.0,Senior PM,Ad-hoc,Low,Moderate,N/A,Cost-Plus,High,Stable,Occasional,Formal,Basic,Hybrid,Good,11,1,1.1,Medium
PROJ_0067,Marketing,7,411537.66,5,2.87,3,Scrum,Expert,4,3,1.64,Execution,Moderate,0.13,0.67,1,3.76,Low,Expert,4,Low,0.3,0.87,Moderate,External,0.45,8.02,1.0,Critical,1.22,0,0.71,0.0,Senior PM,Optimizing,Medium,Limited,N/A,Fixed-Price,High,Stable,Occasional,Formal,Formal,Fully Colocated,Excellent,10,1,1.1,Low
PROJ_0068,Manufacturing,2,385034.63,7,4.48,9,Agile,Junior,0,3,0.74,Planning,Moderate,0.34,0.81,1,4.15,High,Familiar,4,High,0.38,0.9,Strong,Government,0.81,3.02,0.46,Low,0.16,5,0.83,0.0,Junior PM,Managed,High,Poor,N/A,Time & Materials,Low,Moderate,First-time,Advanced,Basic,Fully Colocated,Basic,4,1,1.0,Medium
PROJ_0069,IT,15,1127068.27,15,6.18,11,Agile,Junior,1,3,0.95,Monitoring,Moderate,0.28,0.64,0,3.71,Medium,New,3,Medium,0.03,1.0,Strong,External,0.29,5.21,0.73,Critical,3.0,7,0.82,0.56,Junior PM,Managed,High,Limited,Mixed,Cost-Plus,Medium,Moderate,Regular,Basic,Formal,Fully Remote,Excellent,1,2,1.0,Medium
PROJ_0070,Marketing,15,1278084.75,12,4.87,12,Agile,Senior,1,4,1.01,Monitoring,Moderate,0.3,0.71,0,1.53,Critical,Familiar,3,Excellent,0.01,1.04,Strong,Mixed,0.4,8.25,0.71,Critical,3.75,7,0.98,0.0,Senior PM,Optimizing,Medium,Good,N/A,Fixed-Price,Medium,Stable,Strategic,Formal,Advanced,Hybrid,Good,6,2,1.0,Low
PROJ_0071,Manufacturing,9,908547.43,13,3.3,10,Kanban,Mixed,1,1,0.69,Execution,Stable,0.32,0.9,6,3.56,Low,Expert,4,Excellent,0.0,0.76,Moderate,Internal,0.48,2.24,0.36,High,0.91,1,0.8,0.0,Junior PM,Defined,High,Moderate,N/A,Fixed-Price,High,High,Strategic,None,Basic,Partially Colocated,Excellent,5,4,1.0,Medium
PROJ_0072,Construction,22,1844907.24,17,4.76,16,Hybrid,Senior,4,1,2.24,Execution,Moderate,0.23,0.86,4,6.8,Low,Familiar,4,Medium,0.0,1.09,Moderate,External,0.36,9.2,0.31,Critical,0.19,4,0.7,0.0,Senior PM,Managed,Medium,Limited,N/A,Time & Materials,Low,Stable,Regular,Basic,Basic,Partially Colocated,Basic,7,7,1.0,Low
PROJ_0073,Construction,38,2238328.55,29,6.98,19,Waterfall,Mixed,0,4,0.83,Planning,Moderate,0.23,0.71,1,1.66,Low,Expert,2,High,0.0,1.21,Moderate,External,0.35,8.23,0.68,High,1.92,3,0.87,0.0,Senior PM,Defined,Medium,Moderate,N/A,Fixed-Price,High,High,Strategic,Advanced,None,Hybrid,Good,10,9,1.0,Low
PROJ_0074,R&D,19,2027111.9,22,7.81,18,Scrum,Senior,4,4,0.89,Monitoring,Stable,0.18,0.9,1,1.19,Medium,Familiar,5,Medium,0.0,0.65,Moderate,Mixed,0.94,5.2,0.61,Low,0.72,7,0.75,0.0,Senior PM,Optimizing,Strict,Limited,N/A,Fixed-Price,Low,Stable,Regular,Advanced,Formal,Partially Colocated,Good,1,5,1.0,Medium
PROJ_0075,Construction,21,1670930.43,20,5.82,14,Hybrid,Mixed,0,3,4.9,Execution,Moderate,0.18,0.69,3,3.05,Medium,Familiar,5,Medium,0.0,1.26,Weak,Internal,0.38,5.99,0.35,Critical,2.32,7,0.86,0.0,Senior PM,Optimizing,Medium,Poor,N/A,Time & Materials,High,Stable,Regular,Advanced,Formal,Hybrid,Poor,1,5,1.0,Medium
PROJ_0076,Healthcare,14,567489.17,14,5.64,10,Hybrid,Senior,5,3,1.16,Execution,Moderate,0.06,0.62,3,4.3,Low,Familiar,1,Poor,0.01,0.89,Moderate,Mixed,0.3,7.58,0.79,Critical,3.17,2,0.78,0.0,Senior PM,Ad-hoc,Strict,Good,N/A,Hybrid,Low,Moderate,Occasional,None,Basic,Fully Remote,Basic,2,3,1.0,High
PROJ_0077,IT,5,529247.88,10,3.41,10,Kanban,Senior,3,0,2.03,Monitoring,Stable,0.21,0.35,3,1.64,Medium,Expert,3,Low,0.0,0.72,Weak,External,0.79,4.46,0.61,Low,0.13,7,0.78,0.58,Mid-level PM,Ad-hoc,Low,Good,Mixed,Fixed-Price,High,Moderate,Occasional,None,None,Fully Remote,Good,6,4,1.0,High
PROJ_0078,IT,12,1080592.62,15,6.63,12,Agile,Mixed,4,4,1.03,Closure,Volatile,0.51,0.89,2,6.16,Medium,Familiar,3,High,0.1,0.82,Moderate,Internal,0.65,7.71,0.46,High,1.94,5,0.88,0.75,Mid-level PM,Ad-hoc,Low,Good,Modern/Stable,Cost-Plus,High,Moderate,Strategic,None,None,Hybrid,Excellent,2,6,1.0,Medium
PROJ_0079,Manufacturing,7,479551.97,7,3.5,7,Kanban,Senior,5,2,2.37,Initiation,Moderate,0.21,0.49,3,7.09,High,New,1,Excellent,0.2,1.17,Moderate,Government,0.64,4.62,0.7,High,0.37,7,0.9,0.0,Senior PM,Managed,High,Limited,N/A,Time & Materials,Medium,High,Occasional,Formal,Basic,Fully Remote,Basic,5,1,1.0,Medium
PROJ_0080,Marketing,7,498347.77,9,3.79,10,Kanban,Junior,1,1,1.68,Execution,Stable,0.47,0.83,2,4.28,Low,Expert,2,High,0.05,0.63,Strong,Internal,0.66,7.72,0.52,Low,2.2,3,0.33,0.0,Mid-level PM,Ad-hoc,Medium,Good,N/A,Fixed-Price,Medium,Extreme,Regular,None,None,Fully Colocated,Excellent,2,1,1.0,High
PROJ_0081,R&D,19,2070358.83,22,8.55,17,Scrum,Mixed,0,6,1.68,Planning,Moderate,0.41,0.85,1,5.6,Low,Familiar,4,Poor,0.0,1.2,Moderate,Mixed,0.53,8.73,0.53,Medium,1.63,7,0.71,0.0,Senior PM,Optimizing,Medium,Limited,N/A,Time & Materials,Low,High,Regular,Basic,Formal,Partially Colocated,Good,10,10,1.0,High
PROJ_0082,Construction,25,1587371.97,20,3.92,12,Waterfall,Junior,1,2,2.64,Execution,Stable,0.3,0.79,1,7.4,Critical,Expert,1,Poor,0.0,1.05,Weak,Mixed,0.55,1.79,0.56,Low,0.46,0,0.77,0.0,Junior PM,Managed,Low,Limited,N/A,Fixed-Price,High,Stable,Occasional,None,Formal,Hybrid,Basic,6,1,1.0,High
PROJ_0083,IT,6,747101.32,11,4.38,5,Kanban,Mixed,4,1,0.34,Execution,Volatile,0.14,0.58,1,3.49,Medium,New,1,Low,0.0,0.66,Weak,External,0.3,1.81,0.94,Medium,0.52,3,0.84,0.97,Junior PM,Managed,Medium,Moderate,Modern/Stable,Time & Materials,Medium,High,Occasional,Formal,Basic,Partially Colocated,Poor,10,1,1.1,Critical
PROJ_0084,IT,10,1133647.27,19,7.54,8,Kanban,Expert,6,3,1.93,Monitoring,Volatile,0.26,0.66,1,4.58,Critical,Familiar,2,Low,0.0,1.01,Moderate,Internal,0.62,5.32,0.76,Medium,0.17,1,0.89,0.4,Certified PM,Managed,High,Good,Mixed,Time & Materials,Low,High,Regular,Basic,Advanced,Fully Remote,Basic,10,3,1.1,Medium
PROJ_0085,R&D,24,2215089.91,26,10.0,16,Scrum,Mixed,1,5,3.02,Closure,Moderate,0.31,0.83,0,4.37,Critical,New,3,Low,0.0,0.72,Strong,External,0.54,6.72,0.44,Low,1.35,7,0.97,0.0,Senior PM,Managed,Medium,Good,N/A,Fixed-Price,Medium,Extreme,Regular,Formal,Formal,Fully Remote,Excellent,11,12,1.0,High
PROJ_0086,Construction,33,2484915.23,32,9.63,19,Hybrid,Junior,1,3,1.99,Closure,Moderate,0.44,0.61,0,4.55,Critical,Familiar,1,Poor,0.0,0.83,Strong,External,0.04,5.27,0.54,High,0.51,7,0.46,0.0,Senior PM,Optimizing,Medium,Moderate,N/A,Time & Materials,Medium,Extreme,Regular,Advanced,Formal,Partially Colocated,Poor,8,4,1.0,High
PROJ_0087,Construction,23,1528589.34,19,4.3,12,Waterfall,Senior,1,1,0.82,Initiation,Moderate,0.23,0.45,2,4.32,Critical,New,2,Excellent,0.0,1.24,Moderate,Internal,0.55,3.25,0.54,Medium,0.75,1,0.68,0.0,Mid-level PM,Defined,Medium,Excellent,N/A,Time & Materials,High,Moderate,Strategic,None,Basic,Hybrid,Basic,7,2,1.0,Medium
PROJ_0088,Construction,28,1926728.35,22,4.32,14,Waterfall,Senior,2,4,1.79,Monitoring,Moderate,0.2,0.65,1,3.36,Low,Expert,2,Excellent,0.0,0.94,Strong,Government,0.1,4.86,0.74,High,2.12,1,0.9,0.0,Senior PM,Defined,Low,Limited,N/A,Time & Materials,Medium,Moderate,Strategic,Basic,Basic,Hybrid,Poor,3,4,1.0,Low
PROJ_0089,IT,9,738941.18,22,8.73,6,Kanban,Mixed,1,5,3.4,Monitoring,Moderate,0.27,0.79,2,3.4,Critical,Expert,2,Low,0.0,1.01,Strong,Mixed,0.86,5.11,0.63,Critical,3.15,1,0.86,0.42,Mid-level PM,Managed,High,Poor,Modern/Stable,Time & Materials,Medium,Moderate,First-time,Basic,None,Fully Colocated,Basic,1,1,1.0,Medium
PROJ_0090,Manufacturing,13,634128.18,15,4.91,10,Hybrid,Mixed,0,1,0.72,Initiation,Moderate,0.27,0.75,1,10.36,High,Expert,3,Low,0.0,1.15,Weak,Internal,0.76,9.04,0.6,Low,0.44,3,0.86,0.0,Junior PM,Ad-hoc,Strict,Limited,N/A,Time & Materials,Medium,Stable,First-time,None,Formal,Fully Remote,Basic,2,3,1.0,Critical
PROJ_0091,R&D,21,1583118.66,25,10.0,15,Agile,Senior,2,6,2.21,Execution,Moderate,0.09,0.89,2,0.94,Low,New,4,Medium,0.0,0.67,Weak,External,0.13,1.52,0.89,Low,1.16,1,0.78,0.0,Senior PM,Defined,Strict,Limited,N/A,Time & Materials,High,Extreme,Occasional,Basic,None,Fully Remote,Basic,10,3,1.0,Critical
PROJ_0092,Manufacturing,8,498192.11,13,5.18,7,Kanban,Senior,2,1,0.9,Closure,Moderate,0.26,0.74,0,2.25,Low,Familiar,4,Low,0.0,1.18,Weak,Internal,0.75,1.43,0.96,Critical,0.42,5,0.56,0.0,Senior PM,Ad-hoc,Low,Limited,N/A,Time & Materials,Medium,Stable,Occasional,Basic,Basic,Hybrid,Good,12,3,1.0,High
PROJ_0093,R&D,27,2386368.1,26,10.0,17,Agile,Expert,5,7,0.47,Closure,Volatile,0.05,0.42,0,1.56,Low,New,5,Excellent,0.0,0.89,Moderate,External,0.69,7.9,0.51,High,1.18,4,0.65,0.0,Mid-level PM,Optimizing,Low,Moderate,N/A,Hybrid,High,Extreme,Strategic,Formal,Advanced,Hybrid,Good,9,4,1.0,Medium
PROJ_0094,IT,14,854291.49,17,7.69,7,Agile,Senior,1,4,0.83,Closure,Moderate,0.47,0.87,0,3.2,High,Expert,2,Excellent,0.12,0.9,Strong,External,0.22,1.93,0.71,Medium,2.27,5,0.51,0.13,Mid-level PM,Defined,Strict,Moderate,Mixed,Cost-Plus,Medium,High,Occasional,Basic,None,Fully Colocated,Excellent,9,4,1.0,Medium
PROJ_0095,Marketing,11,400813.02,10,4.29,4,Hybrid,Mixed,2,1,2.27,Execution,Moderate,0.17,0.78,2,5.16,Low,Expert,1,Medium,0.07,0.9,Moderate,External,0.93,6.77,0.52,Medium,0.77,2,0.63,0.0,Certified PM,Managed,High,Limited,N/A,Fixed-Price,Low,High,First-time,Basic,Advanced,Fully Remote,Poor,4,3,1.0,Medium
PROJ_0096,Marketing,4,268604.44,7,3.58,4,Scrum,Expert,4,0,0.96,Initiation,Volatile,0.1,0.58,1,2.17,Critical,Expert,5,Low,0.22,0.62,Strong,External,0.63,6.23,0.82,Low,1.24,1,0.71,0.0,Senior PM,Managed,Medium,Limited,N/A,Fixed-Price,Medium,Moderate,First-time,Formal,None,Partially Colocated,Good,5,2,1.0,Medium
PROJ_0097,R&D,14,1624385.14,17,6.42,15,Scrum,Senior,3,5,0.91,Initiation,Moderate,0.22,0.54,0,2.9,Low,New,2,Low,0.0,0.74,Strong,External,0.21,6.52,0.46,Critical,2.49,3,0.93,0.0,Senior PM,Ad-hoc,Low,Moderate,N/A,Hybrid,Medium,Moderate,Regular,None,None,Partially Colocated,Excellent,8,6,1.0,High
PROJ_0098,Manufacturing,14,507613.42,12,3.9,7,Waterfall,Senior,1,3,0.49,Execution,Stable,0.08,0.82,0,6.52,Low,Expert,1,Poor,0.0,0.67,Moderate,External,0.94,9.58,0.47,Low,0.85,0,0.83,0.0,Junior PM,Ad-hoc,Low,Poor,N/A,Time & Materials,High,Stable,Regular,None,None,Hybrid,Basic,1,2,1.0,High
PROJ_0099,Marketing,15,584529.2,13,4.2,9,Waterfall,Senior,3,1,0.7,Initiation,Moderate,0.09,0.72,3,4.84,Medium,Familiar,5,Low,0.0,0.91,Strong,Internal,0.73,2.57,0.55,Low,1.06,6,0.98,0.0,Mid-level PM,Ad-hoc,Medium,Poor,N/A,Fixed-Price,Medium,High,First-time,Basic,Basic,Fully Colocated,Excellent,10,2,1.1,High
PROJ_0100,Manufacturing,23,1311091.9,22,5.98,12,Waterfall,Expert,0,4,2.69,Closure,Moderate,0.04,0.17,2,2.46,Critical,Familiar,5,Medium,0.0,1.18,Moderate,Mixed,0.26,8.8,0.77,High,1.04,1,0.75,0.0,Mid-level PM,Optimizing,Medium,Limited,N/A,Fixed-Price,Low,Moderate,Strategic,Advanced,Advanced,Fully Remote,Basic,7,10,1.0,Low
PROJ_0101,R&D,22,2188644.29,28,10.0,20,Agile,Mixed,1,5,1.63,Execution,Moderate,0.31,0.72,4,1.55,Medium,New,5,High,0.0,0.77,Strong,Government,0.39,7.59,0.78,Medium,1.32,6,0.84,0.0,Junior PM,Optimizing,Low,Good,N/A,Cost-Plus,Medium,Extreme,Regular,Formal,Basic,Fully Remote,Basic,1,3,1.0,Critical
PROJ_0102,IT,9,947267.97,18,9.54,12,Agile,Senior,1,5,0.47,Initiation,Stable,0.2,0.76,1,0.91,Low,Expert,5,Low,0.25,1.1,Strong,Mixed,0.67,2.13,0.84,Medium,2.17,0,0.6,0.61,Junior PM,Managed,Strict,Limited,Modern/Stable,Time & Materials,High,High,First-time,Formal,Basic,Fully Remote,Basic,9,3,1.0,Medium
PROJ_0103,IT,12,849640.03,19,9.09,11,Scrum,Mixed,0,3,0.4,Planning,Stable,0.41,0.9,0,3.71,High,Familiar,5,Poor,0.16,0.67,Moderate,External,0.81,9.43,0.66,Low,1.38,4,0.76,0.83,Senior PM,Optimizing,Strict,Poor,Legacy/Unstable,Hybrid,High,High,Occasional,Basic,Basic,Fully Colocated,Basic,3,1,1.0,Critical
PROJ_0104,Construction,25,1591703.62,22,4.77,15,Waterfall,Junior,0,3,0.97,Closure,Stable,0.07,0.53,3,1.65,High,New,3,High,0.0,1.23,Weak,Internal,0.18,5.44,0.36,Critical,1.51,6,0.73,0.0,Mid-level PM,Defined,Strict,Moderate,N/A,Time & Materials,Medium,Stable,Occasional,Basic,Basic,Hybrid,Basic,12,9,1.0,High
PROJ_0105,IT,14,1058929.71,21,8.34,14,Kanban,Junior,2,3,1.38,Execution,Volatile,0.38,0.78,2,4.32,High,Expert,3,Medium,0.0,1.07,Moderate,External,0.92,1.14,0.81,Low,0.87,2,0.84,0.28,Mid-level PM,Ad-hoc,Strict,Good,Mixed,Fixed-Price,High,High,Occasional,None,None,Fully Remote,Basic,6,2,1.0,Critical
PROJ_0106,Construction,35,2366664.29,26,6.03,21,Waterfall,Mixed,1,5,1.1,Execution,Moderate,0.59,0.85,1,0.9,Low,Familiar,2,Poor,0.0,0.71,Moderate,Internal,0.37,2.36,0.86,High,0.26,6,0.75,0.0,Junior PM,Ad-hoc,Medium,Good,N/A,Hybrid,High,Stable,Strategic,None,Advanced,Partially Colocated,Poor,12,7,1.0,High
PROJ_0107,Healthcare,4,514190.68,11,4.74,6,Kanban,Senior,3,3,1.34,Execution,Moderate,0.23,0.81,4,4.14,Medium,Expert,4,Low,0.07,0.98,Strong,External,0.51,1.56,0.57,Medium,2.18,0,0.64,0.0,Senior PM,Managed,High,Limited,N/A,Time & Materials,Medium,High,First-time,None,Formal,Fully Colocated,Poor,7,4,1.0,Medium
PROJ_0108,Marketing,12,746067.31,16,7.69,7,Scrum,Senior,2,2,0.25,Initiation,Moderate,0.06,0.91,1,3.09,Low,New,2,Excellent,0.17,0.67,Weak,External,0.41,7.86,0.93,Critical,1.16,4,0.67,0.0,Senior PM,Defined,Low,Good,N/A,Fixed-Price,Medium,Extreme,Occasional,Formal,Basic,Fully Remote,Basic,2,5,1.0,High
PROJ_0109,Manufacturing,18,629784.93,17,5.49,6,Waterfall,Senior,4,4,2.22,Execution,Volatile,0.15,0.86,3,3.21,Low,Expert,2,Medium,0.0,0.91,Moderate,Mixed,0.85,4.99,0.94,Low,1.72,3,0.76,0.0,Senior PM,Managed,Medium,Moderate,N/A,Time & Materials,High,Moderate,Regular,Formal,None,Fully Remote,Excellent,12,6,1.0,High
PROJ_0110,Construction,24,1249710.43,18,5.59,10,Waterfall,Mixed,2,3,0.26,Execution,Moderate,0.67,0.75,1,2.24,Medium,Expert,1,Poor,0.0,1.1,Moderate,Mixed,0.69,9.84,0.78,Medium,1.05,1,0.88,0.0,Senior PM,Managed,High,Moderate,N/A,Time & Materials,High,Stable,Occasional,Basic,Formal,Hybrid,Excellent,10,2,1.0,Medium
PROJ_0111,IT,18,1262067.16,21,10.0,14,Agile,Senior,2,7,1.28,Monitoring,Moderate,0.27,0.91,1,4.19,Medium,Expert,3,High,0.16,0.96,Moderate,External,0.85,7.54,0.99,High,1.74,4,0.74,0.9,Senior PM,Managed,Medium,Good,Modern/Stable,Fixed-Price,Medium,Extreme,Occasional,Formal,Basic,Partially Colocated,Basic,8,7,1.0,Medium
PROJ_0112,Healthcare,5,700007.72,5,1.9,9,Scrum,Expert,5,2,0.15,Closure,Moderate,0.14,0.9,0,3.63,Critical,Expert,4,Low,0.0,0.86,Strong,External,0.5,6.96,0.94,Medium,0.99,1,0.72,0.0,Senior PM,Ad-hoc,High,Limited,N/A,Fixed-Price,High,Stable,Regular,None,None,Partially Colocated,Poor,10,1,1.0,Medium
PROJ_0113,IT,11,723559.87,9,4.06,5,Scrum,Mixed,1,4,0.78,Execution,Moderate,0.58,0.55,2,2.36,Low,Expert,5,Excellent,0.11,0.97,Moderate,External,0.34,9.16,0.71,Low,3.3,2,0.74,0.9,Junior PM,Managed,Strict,Limited,Modern/Stable,Time & Materials,Medium,Moderate,Regular,Advanced,Basic,Fully Remote,Excellent,1,2,1.0,Medium
PROJ_0114,Manufacturing,18,760677.31,18,6.29,7,Waterfall,Mixed,0,2,0.7,Closure,Stable,0.7,0.51,2,4.55,High,Familiar,2,Poor,0.0,0.75,Moderate,Mixed,0.8,6.06,0.82,High,0.04,4,0.58,0.0,Senior PM,Managed,Low,Moderate,N/A,Fixed-Price,High,Moderate,Occasional,Basic,Formal,Hybrid,Basic,11,5,1.0,Medium
PROJ_0115,Construction,26,1981947.59,21,4.67,19,Hybrid,Junior,2,2,0.47,Closure,Volatile,0.45,0.54,2,3.63,Low,New,5,Excellent,0.0,0.8,Moderate,Mixed,0.3,1.78,0.3,Low,0.61,0,0.85,0.0,Senior PM,Ad-hoc,Low,Good,N/A,Time & Materials,Low,Stable,Strategic,Basic,None,Fully Colocated,Basic,10,9,1.0,Medium
PROJ_0116,IT,15,1298720.54,25,10.0,14,Kanban,Senior,3,7,0.89,Closure,Stable,0.13,0.66,1,4.63,Low,Expert,5,Poor,0.0,0.82,Strong,External,0.05,1.12,0.86,Low,1.82,0,0.71,0.98,Senior PM,Defined,Strict,Moderate,Modern/Stable,Fixed-Price,Low,High,Occasional,Formal,Formal,Fully Remote,Excellent,8,1,1.0,Low
PROJ_0117,Healthcare,17,754301.26,16,6.06,9,Waterfall,Senior,3,5,2.81,Execution,Moderate,0.05,0.55,1,1.86,Critical,Familiar,5,Excellent,0.0,0.95,Weak,Internal,0.62,4.06,0.9,Low,0.19,1,0.86,0.0,Senior PM,Managed,High,Good,N/A,Time & Materials,High,Moderate,Regular,Formal,Basic,Fully Remote,Excellent,5,3,1.0,High
PROJ_0118,Construction,38,2011013.5,35,10.0,20,Waterfall,Expert,3,5,0.94,Execution,Moderate,0.38,0.48,1,8.99,Low,Expert,5,Medium,0.0,1.11,Strong,Government,0.65,5.6,0.41,Critical,1.6,4,0.85,0.0,Junior PM,Optimizing,High,Limited,N/A,Fixed-Price,Low,Extreme,Occasional,Formal,Basic,Hybrid,Good,7,3,1.0,Medium
PROJ_0119,IT,10,547663.72,15,6.23,6,Agile,Junior,0,5,1.48,Initiation,Moderate,0.51,0.54,0,4.36,Critical,Familiar,1,Low,0.04,1.25,Strong,Mixed,0.84,3.73,0.6,Low,0.56,4,0.87,0.58,Junior PM,Defined,Strict,Limited,Mixed,Time & Materials,Medium,Moderate,First-time,Basic,Basic,Fully Colocated,Excellent,5,4,1.0,Critical
PROJ_0120,R&D,16,1183055.58,20,10.0,10,Scrum,Mixed,0,6,0.68,Closure,Stable,0.42,0.6,1,2.0,Medium,New,2,Medium,0.2,1.3,Weak,Internal,0.86,3.39,0.71,High,4.22,5,0.76,0.0,Junior PM,Ad-hoc,Low,Good,N/A,Cost-Plus,Medium,Extreme,First-time,None,Basic,Partially Colocated,Basic,12,9,1.0,Critical
PROJ_0121,Construction,25,1590476.65,22,6.25,17,Waterfall,Senior,3,3,0.77,Closure,Moderate,0.13,0.46,2,2.73,High,Expert,5,High,0.0,1.18,Weak,External,0.24,9.01,0.31,Low,0.51,0,0.72,0.0,Senior PM,Ad-hoc,High,Good,N/A,Time & Materials,High,High,Occasional,None,Formal,Fully Remote,Basic,5,4,1.0,High
PROJ_0122,Healthcare,7,511827.36,6,2.96,8,Kanban,Senior,4,3,1.18,Planning,Volatile,0.27,0.7,2,5.0,High,Expert,4,Poor,0.19,0.8,Strong,Mixed,0.07,8.78,0.65,High,0.53,2,0.64,0.0,Senior PM,Managed,Strict,Excellent,N/A,Cost-Plus,Medium,Moderate,Regular,Basic,Formal,Partially Colocated,Good,2,2,1.0,Low
PROJ_0123,Healthcare,11,565920.29,11,4.48,5,Hybrid,Senior,4,1,1.39,Initiation,Stable,0.16,0.37,3,2.54,Low,Familiar,4,High,0.02,0.67,Weak,Mixed,0.1,1.1,0.68,High,0.54,5,0.72,0.0,Senior PM,Managed,Strict,Limited,N/A,Hybrid,High,High,Regular,Formal,Formal,Fully Colocated,Poor,7,3,1.0,High
PROJ_0124,IT,8,711046.8,10,3.44,5,Scrum,Senior,2,2,1.97,Initiation,Moderate,0.26,0.98,2,5.65,Critical,Familiar,5,Medium,0.0,1.13,Moderate,Internal,0.57,1.48,0.4,Low,0.78,0,0.89,0.84,Senior PM,Managed,Strict,Limited,Modern/Stable,Fixed-Price,Medium,Moderate,Occasional,Basic,Basic,Fully Remote,Basic,5,1,1.0,High
PROJ_0125,Marketing,2,554497.55,5,2.02,4,Agile,Mixed,1,3,2.09,Initiation,Moderate,0.69,0.64,1,2.26,High,Expert,1,Medium,0.01,0.73,Weak,Internal,0.08,9.93,0.85,Critical,1.88,7,0.74,0.0,Senior PM,Defined,High,Limited,N/A,Hybrid,Low,Stable,Regular,Basic,None,Partially Colocated,Basic,1,1,1.0,Medium
PROJ_0126,IT,8,906628.12,11,5.37,10,Scrum,Mixed,2,3,4.23,Execution,Moderate,0.55,0.45,2,6.49,Critical,New,4,Medium,0.18,1.12,Strong,Internal,0.13,1.17,0.78,Low,0.36,6,0.91,0.51,Senior PM,Managed,Medium,Moderate,Modern/Stable,Cost-Plus,Low,Stable,Regular,Basic,Formal,Hybrid,Good,7,2,1.0,Medium
PROJ_0127,Construction,16,995592.43,11,3.43,9,Waterfall,Senior,1,0,2.89,Monitoring,Stable,0.04,0.91,1,6.26,High,Expert,5,Low,0.0,1.22,Moderate,Internal,0.68,5.48,0.37,High,0.15,2,0.65,0.0,Mid-level PM,Defined,High,Limited,N/A,Time & Materials,High,Stable,Occasional,Basic,Formal,Hybrid,Poor,5,3,1.0,Medium
PROJ_0128,R&D,25,1945417.49,28,10.0,13,Scrum,Junior,1,4,2.12,Planning,Volatile,0.33,0.73,2,4.74,Critical,New,5,Medium,0.0,0.95,Strong,Government,0.77,5.39,0.54,Medium,1.74,2,0.66,0.0,Senior PM,Ad-hoc,High,Good,N/A,Hybrid,High,Extreme,Regular,Basic,None,Hybrid,Excellent,10,12,1.0,Critical
PROJ_0129,Marketing,7,603389.16,11,4.04,9,Agile,Junior,0,3,2.41,Closure,Moderate,0.44,0.91,2,3.2,Critical,Familiar,1,High,0.0,1.17,Weak,Mixed,0.37,5.88,0.4,Medium,3.53,7,0.92,0.0,Senior PM,Defined,Low,Excellent,N/A,Hybrid,Low,High,Regular,Formal,Advanced,Fully Colocated,Basic,1,4,1.0,Medium
PROJ_0130,Marketing,7,919288.13,13,4.77,7,Agile,Mixed,2,1,0.33,Monitoring,Moderate,0.36,0.5,0,2.84,Low,Expert,2,Excellent,0.0,0.86,Weak,Internal,0.41,2.01,0.7,Low,2.04,6,0.9,0.0,Senior PM,Defined,Strict,Good,N/A,Cost-Plus,Low,High,Regular,None,Formal,Hybrid,Basic,1,5,1.0,Medium
PROJ_0131,IT,2,556100.88,7,4.28,6,Scrum,Senior,4,2,6.35,Closure,Stable,0.09,0.58,1,9.33,Critical,New,1,Low,0.35,1.0,Strong,Mixed,0.14,8.94,0.71,Low,0.38,3,0.91,0.56,Senior PM,Defined,Strict,Good,Mixed,Time & Materials,High,Moderate,Regular,Basic,Basic,Partially Colocated,Poor,3,2,1.0,High
PROJ_0132,R&D,18,1405701.14,22,10.0,11,Agile,Mixed,0,7,1.83,Closure,Volatile,0.5,0.91,0,1.75,Low,New,2,Medium,0.12,0.72,Strong,External,0.3,6.96,0.41,Low,2.19,6,0.7,0.0,Junior PM,Defined,Strict,Moderate,N/A,Cost-Plus,Low,Extreme,Occasional,None,None,Hybrid,Good,3,10,1.0,Critical
